09xy.sk;ALL4-0004;ALL4-0004;NEW;DOM_OK;norm.ns.cloudflare.com;sara.ns.cloudflare.com;;;36654965;18.02.2018
avst.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;brad.ns.cloudflare.com;olga.ns.cloudflare.com;;;36421928;29.01.2018
aware.sk;ZONE-0002;ZONE-0002;NEW;DOM_WARN;alan.ns.cloudflare.com;daisy.ns.cloudflare.com;;;35770929;22.03.2017
b-akademia.sk;GLOB-0079;PRBS-0001;NEW;DOM_OK;reza.ns.cloudflare.com;jason.ns.cloudflare.com;;;45870144;30.11.2017
b-partners.sk;INET-0003;INET-0003;NEW;DOM_OK;gina.ns.cloudflare.com;paul.ns.cloudflare.com;;;35793392;17.05.2017
baba.sk;GRAN-0063;IPSY-0001;NEW;DOM_OK;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;31.05.2017
babylog.sk;WEBS-0001;JPDD-0002;NEW;DOM_OK;grace.ns.cloudflare.com;matt.ns.cloudflare.com;;;36293946;13.11.2017
badkitty.sk;GRAN-0063;IPSY-0001;NEW;DOM_OK;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;07.11.2017
bag-bag.sk;WEBS-0001;SECT-0003;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36628719;29.12.2017
bandita.sk;WEBG-0001;MART-1246;NEW;DOM_OK;hank.ns.cloudflare.com;kim.ns.cloudflare.com;;;;07.01.2018
banner.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;22.04.2017
bany.sk;ZONE-0002;AIAN-0093;NEW;DOM_OK;eva.ns.cloudflare.com;greg.ns.cloudflare.com;;;37172484;28.03.2017
bartova.sk;ISKI-0001;AUDI-0014;NEW;DOM_OK;clay.ns.cloudflare.com;mary.ns.cloudflare.com;;;35827009;27.07.2017
bb-reality.sk;XPAY-0002;BBRE-0005;NEW;DOM_OK;charles.ns.cloudflare.com;nadia.ns.cloudflare.com;;;36720160;07.02.2018
beachtennis.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;alec.ns.cloudflare.com;donna.ns.cloudflare.com;;;36421928;13.09.2017
behsity.sk;WEBS-0001;QUIN-0001;NEW;DOM_OK;newt.ns.cloudflare.com;nina.ns.cloudflare.com;;;35797215;26.06.2017
bejoland.sk;WEBS-0001;BEAD-0004;NEW;DOM_OK;laura.ns.cloudflare.com;noel.ns.cloudflare.com;;;46483918;24.02.2018
bemer.sk;ENEL-0002;BEME-0001;NEW;DOM_OK;boyd.ns.cloudflare.com;lorna.ns.cloudflare.com;;;31565239;18.11.2017
benadik.sk;WEBS-0001;AESC-0005;NEW;DOM_OK;dale.ns.cloudflare.com;etta.ns.cloudflare.com;;;36338087;06.06.2017
beriss.sk;ENEL-0002;PETE-1035;NEW;DOM_OK;boyd.ns.cloudflare.com;lorna.ns.cloudflare.com;;;14265494;18.11.2017
beskydy.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;16.01.2018
bestsecret.sk;GRAN-0063;GRAN-0063;NEW;DOM_OK;gabe.ns.cloudflare.com;tegan.ns.cloudflare.com;;;45914796;25.06.2017
bet-x.sk;IPEK-0001;JUNI-0005;NEW;DOM_OK;kirk.ns.cloudflare.com;ruth.ns.cloudflare.com;;;31399878;23.03.2018
betx.sk;GTSI-0005;JUNI-0005;NEW;DOM_OK;kirk.ns.cloudflare.com;ruth.ns.cloudflare.com;;;31399878;24.02.2018
bezpecnostnadokumentacia.sk;GRAN-0063;IPSY-0001;NEW;DOM_LNOT;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;06.03.2017
bible.sk;WEBS-0001;TEFA-0484;NEW;DOM_OK;lina.ns.cloudflare.com;major.ns.cloudflare.com;;;;08.08.2017
bicykle-neuzer.sk;ISKI-0001;IMRI-0083;NEW;DOM_OK;cody.ns.cloudflare.com;may.ns.cloudflare.com;;;11730633;24.05.2017
bigmart.sk;IPEK-0001;COLO-0051;NEW;DOM_OK;igor.ns.cloudflare.com;reza.ns.cloudflare.com;;;31647421;02.08.2017
bikini-fitness.sk;ASYS-0003;ASYS-0003;NEW;DOM_OK;amber.ns.cloudflare.com;carter.ns.cloudflare.com;;;35844230;16.04.2017
bikinifitness.sk;ASYS-0003;ASYS-0003;NEW;DOM_OK;amber.ns.cloudflare.com;carter.ns.cloudflare.com;;;35844230;07.12.2017
bikiny.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;07.06.2017
billboardovo.sk;WEBG-0001;SEDA-0008;NEW;DOM_OK;edna.ns.cloudflare.com;gabe.ns.cloudflare.com;;;44193831;03.07.2017
biomol.sk;GRAN-0063;ANTO-0218;NEW;DOM_OK;bill.ns.cloudflare.com;kate.ns.cloudflare.com;;;40824446;23.06.2017
biosector.sk;IPEK-0001;PETE-2315;NEW;DOM_OK;bill.ns.cloudflare.com;uma.ns.cloudflare.com;;;;26.10.2017
biotovar.sk;GRAN-0063;IPSY-0001;NEW;DOM_OK;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;09.11.2017
bistro-atlet.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;cody.ns.cloudflare.com;kia.ns.cloudflare.com;;;36421928;16.10.2017
bitcoiner.sk;EXOT-0004;EXOT-0004;NEW;DOM_OK;dora.ns.cloudflare.com;mark.ns.cloudflare.com;;;36485161;09.01.2018
bitguard.sk;EXOT-0004;EXOT-0004;NEW;DOM_OK;algin.ns.cloudflare.com;melissa.ns.cloudflare.com;;;36485161;27.03.2017
bitport.sk;GRAN-0063;GRAN-0063;NEW;DOM_OK;dom.ns.cloudflare.com;linda.ns.cloudflare.com;;;45914796;18.02.2018
bleskovespravy.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;mario.ns.cloudflare.com;tegan.ns.cloudflare.com;;;36421928;30.11.2017
bloghosting.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;amir.ns.cloudflare.com;tegan.ns.cloudflare.com;;;36421928;27.05.2017
blueart.sk;ROBE-0041;ROBE-0041;NEW;DOM_OK;charles.ns.cloudflare.com;nadia.ns.cloudflare.com;;;40015963;08.10.2017
blueinfo.sk;BLUE-0058;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;02.05.2017
boardcentrum.sk;GLOB-0079;GLOB-0079;NEW;DOM_OK;duke.ns.cloudflare.com;meg.ns.cloudflare.com;;;35564555;12.05.2017
bobcatsk.sk;ENEL-0002;AGRA-0006;NEW;DOM_OK;boyd.ns.cloudflare.com;lorna.ns.cloudflare.com;;;36382914;22.04.2017
bocianoviny.sk;ASYS-0003;PR20-0001;NEW;DOM_OK;liz.ns.cloudflare.com;todd.ns.cloudflare.com;;;35774924;29.07.2017
bocinec.sk;WEBS-0001;WEBI-0015;NEW;DOM_OK;earl.ns.cloudflare.com;gwen.ns.cloudflare.com;;;46809422;03.11.2017
bod.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;16.01.2018
bodywaving.sk;EXOT-0004;EXOT-0004;NEW;DOM_OK;apollo.ns.cloudflare.com;lila.ns.cloudflare.com;;;36485161;07.08.2017
bolonka-zwetna.sk;ELBI-0002;ELBI-0002;NEW;DOM_OK;sara.ns.cloudflare.com;tim.ns.cloudflare.com;;;36702897;11.12.2017
bookaclassic.sk;ELBI-0002;ELBI-0002;NEW;DOM_OK;nicole.ns.cloudflare.com;seth.ns.cloudflare.com;;;36702897;01.09.2017
bookyourself.sk;IPEK-0001;IPEK-0001;NEW;DOM_OK;gene.ns.cloudflare.com;terin.ns.cloudflare.com;;;36743852;27.10.2017
boombap.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;lucy.ns.cloudflare.com;mark.ns.cloudflare.com;;;36421928;21.12.2017
boooom.sk;GRAN-0063;IPSY-0001;NEW;DOM_OK;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;17.11.2017
bootdi.sk;GRAN-0063;GRAN-0063;NEW;DOM_OK;bob.ns.cloudflare.com;mary.ns.cloudflare.com;;;45914796;03.12.2017
bosch-servis.sk;ENEL-0002;BSCS-0002;NEW;DOM_OK;boyd.ns.cloudflare.com;lorna.ns.cloudflare.com;;;31585868;02.07.2017
bost.sk;WEBS-0001;BOST-0003;NEW;DOM_OK;nick.ns.cloudflare.com;rachel.ns.cloudflare.com;;;36318442;16.06.2017
bownty.sk;ZONE-0002;ZONE-0002;NEW;DOM_OK;emily.ns.cloudflare.com;luke.ns.cloudflare.com;;;35770929;11.11.2017
bpartners.sk;INET-0003;INET-0003;NEW;DOM_OK;gina.ns.cloudflare.com;paul.ns.cloudflare.com;;;35793392;30.05.2017
brainhouse.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;emma.ns.cloudflare.com;josh.ns.cloudflare.com;;;36421928;02.11.2017
brainware.sk;WEBG-0001;SEGE-0001;NEW;DOM_OK;hank.ns.cloudflare.com;kim.ns.cloudflare.com;;;36288969;21.05.2017
brapid.sk;ASYS-0003;ASYS-0003;NEW;DOM_OK;cash.ns.cloudflare.com;tina.ns.cloudflare.com;;;35844230;05.03.2018
bratia.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;brett.ns.cloudflare.com;elma.ns.cloudflare.com;;;36421928;10.04.2017
bratyslawa.sk;GRAN-0063;GRAN-0063;NEW;DOM_OK;pam.ns.cloudflare.com;tom.ns.cloudflare.com;;;45914796;10.07.2017
breisburg.sk;ROBE-0041;ROBE-0041;NEW;DOM_OK;charles.ns.cloudflare.com;nadia.ns.cloudflare.com;;;40015963;09.06.2017
brk.sk;INET-0003;BRAT-0005;NEW;DOM_OK;gina.ns.cloudflare.com;paul.ns.cloudflare.com;;;31337139;22.04.2017
brutality.sk;WEBS-0001;WEBS-0001;NEW;DOM_LNOT;chuck.ns.cloudflare.com;erin.ns.cloudflare.com;;;36421928;25.02.2017
bsjsro.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;aragorn.ns.cloudflare.com;lisa.ns.cloudflare.com;;;36421928;23.05.2017
bublinky.sk;WEBS-0001;SECT-0003;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36628719;13.08.2017
cambal.sk;JPDD-0002;FRAN-0585;NEW;DOM_OK;grace.ns.cloudflare.com;matt.ns.cloudflare.com;;;;17.02.2018
carodejka.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36421928;11.07.2017
carpartner.sk;ATRI-0002;ATRI-0002;NEW;DOM_OK;fay.ns.cloudflare.com;pete.ns.cloudflare.com;;;35918527;27.06.2017
casamundo.sk;WEBG-0001;WEBG-0001;NEW;DOM_OK;kara.ns.cloudflare.com;nile.ns.cloudflare.com;;;36306444;03.05.2017
casinorespect.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;ines.ns.cloudflare.com;piotr.ns.cloudflare.com;;;36421928;18.09.2017
casopis.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;16.01.2018
cb6000.sk;GRAN-0063;IPSY-0001;NEW;DOM_OK;elsa.ns.cloudflare.com;greg.ns.cloudflare.com;;;48202321;23.12.2017
cba.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;17.11.2017
cehatex.sk;GRAN-0063;CEHA-0001;NEW;DOM_OK;isla.ns.cloudflare.com;jake.ns.cloudflare.com;;;46419641;17.11.2017
celebritywire.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;hope.ns.cloudflare.com;lee.ns.cloudflare.com;;;36421928;25.08.2017
centovka.sk;ELBI-0002;RICH-0094;NEW;DOM_OK;drew.ns.cloudflare.com;kami.ns.cloudflare.com;;;44578300;06.04.2017
centrum.sk;NEWS-0010;NEWS-0010;NEW;DOM_OK;chuck.ns.cloudflare.com;erin.ns.cloudflare.com;;;47256281;19.06.2017
certifikacia-budovy.sk;WEBS-0001;JURA-1519;NEW;DOM_OK;aiden.ns.cloudflare.com;ivy.ns.cloudflare.com;;;45708720;05.05.2017
certifikaciabudovy.sk;WEBS-0001;JURA-1519;NEW;DOM_OK;dara.ns.cloudflare.com;rick.ns.cloudflare.com;;;45708720;05.05.2017
cestujte.sk;WEBG-0001;BLUE-0058;NEW;DOM_OK;jade.ns.cloudflare.com;will.ns.cloudflare.com;;;44665024;13.07.2017
chata-julia.sk;EXOT-0004;EXOT-0004;NEW;DOM_OK;scott.ns.cloudflare.com;wanda.ns.cloudflare.com;;;36485161;21.08.2017
chata-krpacovo.sk;ISKI-0001;MIRO-1293;NEW;DOM_OK;ada.ns.cloudflare.com;lex.ns.cloudflare.com;;;;16.10.2017
chata-v-krpacove.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;arnold.ns.cloudflare.com;rita.ns.cloudflare.com;;;36421928;15.09.2017
chcemhned.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;jake.ns.cloudflare.com;kay.ns.cloudflare.com;;;36421928;29.11.2017
chcemsamodlit.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;lina.ns.cloudflare.com;elmo.ns.cloudflare.com;;;36421928;20.02.2018
chcesto.sk;ELBI-0002;RICH-0094;NEW;DOM_OK;drew.ns.cloudflare.com;kami.ns.cloudflare.com;;;44578300;01.05.2017
cheapcarrental.sk;GLOB-0079;GLOB-0079;NEW;DOM_OK;adam.ns.cloudflare.com;nora.ns.cloudflare.com;;;35564555;19.09.2017
cheaty.sk;WEBS-0001;SECT-0003;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36628719;15.08.2017
chemtrade.sk;ZONE-0002;ZONE-0002;NEW;DOM_OK;amanda.ns.cloudflare.com;josh.ns.cloudflare.com;;;35770929;27.07.2017
chic-chic.sk;WEBS-0001;SECT-0003;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36628719;25.07.2017
chichic.sk;WEBS-0001;SECT-0003;NEW;DOM_OK;kip.ns.cloudflare.com;meera.ns.cloudflare.com;;;36628719;25.07.2017
chillin.sk;WEBS-0001;WEBS-0001;NEW;DOM_OK;ram.ns.cloudflare.com;ruth.ns.cloudflare.com;;;36421928;14.08.2017
